Deg_Kart_No;Yas;Kart_Grubu;Etkinlik_Adi;Satıs_Dönemi;Bilet_Adedi;Birim_Bilet_Fiyati;Toplam_Bilet_Fiyati;Indirimli_Birim_Fiyat;Indirim_Kaybi;Net_Satis_Geliri;Odeme_Tipi;Satis_Kanalı
1000031120;60;CC;E;On Satis;2;45;90;45;0;90;Kart;Internet
1000030293;74;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000027602;77;CC;D;Genel Satis;2;375;750;300;150;600;Kart;Perakende
1000026141;61;CC;E;On Satis;2;112.5;225;67.5;90;135;Kart;Internet
1000023683;63;CC;E;On Satis;2;112.5;225;67.5;90;135;Kart;Internet
1000018686;64;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000026871;90;CC;D;Genel Satis;2;337.5;675;270;135;540;Kart;Perakende
1000025617;56;CC;D;Genel Satis;2;450;900;360;180;720;Kart;Perakende
1000024818;88;CC;E;On Satis;2;112.5;225;67.5;90;135;Kart;Internet
1000024675;80;CC;E;On Satis;2;45;90;45;0;90;Kart;Internet
1000024632;47;CC;D;Genel Satis;2;337.5;675;270;135;540;Kart;Perakende
1000024610;48;CC;D;Genel Satis;2;243.75;487.5;195;97.5;390;Kart;Perakende
1000023878;60;CC;E;On Satis;2;45;90;45;0;90;Kart;Internet
1000023524;49;CC;E;On Satis;2;112.5;225;67.5;90;135;Kart;Internet
1000023399;50;CC;E;On Satis;2;112.5;225;67.5;90;135;Kart;Internet
1000021101;50;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000018974;59;CC;E;On Satis;2;45;90;45;0;90;Kart;Internet
1000016705;74;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000008195;57;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000005352;86;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000004972;41;CC;E;On Satis;2;45;90;45;0;90;Kart;Internet
1000033412;42;CC;E;On Satis;2;112.5;225;67.5;90;135;Kart;Internet
1000015485;53;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000008128;55;CC;D;Genel Satis;2;450;900;360;180;720;Kart;Perakende
1000032567;80;CC;A;On Satis;2;937.5;1875;750;375;1500;Kart;Internet  
1000032311;54;CC;A;On Satis;2;937.5;1875;750;375;1500;Kart;Internet  
1000032216;42;CC;A;On Satis;2;937.5;1875;750;375;1500;Kart;Internet  
1000031455;77;CC;A;On Satis;2;937.5;1875;750;375;1500;Kart;Internet  
1000029029;49;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000027950;60;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000027183;56;CC;C;Genel Satis;2;562.5;1125;450;225;900;Kart;Internet  
1000035195;56;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000024441;49;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000021924;68;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000021696;62;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000018813;43;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000018716;39;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000018066;49;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Internet  
1000018033;66;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000017176;60;CC;J;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000016680;84;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000016327;54;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000016210;39;CC;C;Genel Satis;2;562.5;1125;450;225;900;Kart;Internet  
1000015911;44;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000015878;67;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000014232;60;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000034909;64;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000014133;33;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000014049;66;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000013387;38;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Internet  
1000013386;41;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000012233;40;CC;J;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000026899;34;CC;G;Genel Satis;2;225;450;180;90;360;Kart;Internet
1000026672;42;CC;B;On Satis;2;1125;2250;900;450;1800;Kart;Organizatr
1000026646;71;CC;B;On Satis;2;1125;2250;900;450;1800;Kart;Organizatr
1000026618;51;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Organizatr
1000025802;37;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000025361;70;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Organizatr
1000025189;42;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Organizatr
1000025136;41;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000025091;27;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000024795;89;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Organizatr
1000023858;46;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Organizatr
1000023468;37;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000022789;35;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000022421;69;CC;A;On Satis;1;675;675;540;135;540;Kart;Organizatr
1000020845;33;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000020763;55;CC;A;On Satis;1;675;675;540;135;540;Kart;Organizatr
1000020565;37;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Organizatr
1000020556;39;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Organizatr
1000020507;46;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000020280;34;CC;A;On Satis;2;337.5;675;270;135;540;Kart;Organizatr
1000020003;61;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000019822;31;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000019152;25;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000018057;31;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000034989;33;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000017474;61;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Organizatr
1000017244;41;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Organizatr
1000017049;33;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000017037;30;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Organizatr
1000016981;40;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Organizatr
1000016388;57;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000015856;52;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000015529;34;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Organizatr
1000015262;30;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Organizatr
1000015225;50;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000014570;54;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000014287;29;CC;A;On Satis;1;675;675;540;135;540;Kart;Organizatr
1000014058;61;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000014022;38;CC;A;On Satis;1;675;675;540;135;540;Kart;Organizatr
1000013513;50;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Organizatr
1000012962;38;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Organizatr
1000012670;58;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000012553;41;CC;A;On Satis;2;337.5;675;270;135;540;Kart;Organizatr
1000012543;68;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000012029;83;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000034848;53;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000011284;27;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000034827;48;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000011046;74;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Organizatr
1000011013;39;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Organizatr
1000034826;64;CC;E;Genel Satis;1;112.5;112.5;112.5;0;112.5;Kart;Organizatr
1000010746;23;CC;E;Genel Satis;1;112.5;112.5;67.5;45;67.5;Kart;Organizatr
1000010386;47;CC;E;Genel Satis;1;112.5;112.5;112.5;0;112.5;Kart;Organizatr
1000010368;62;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000010145;42;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000008946;40;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000008612;43;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000008482;32;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000008121;43;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000007980;47;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000007265;35;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000007184;30;CC;E;On Satis;2;45;90;45;0;90;Kart;Ana Gişe
1000007069;28;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000034722;25;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000007040;49;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000006963;33;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000006843;56;CC;E;On Satis;2;45;90;45;0;90;Kart;Ana Gişe
1000006622;43;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000006339;36;CC;E;On Satis;2;45;90;45;0;90;Kart;Ana Gişe
1000006229;49;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000006107;40;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000005844;32;CC;E;On Satis;2;45;90;45;0;90;Kart;Ana Gişe
1000005798;30;CC;E;On Satis;2;112.5;225;67.5;90;135;Kart;Ana Gişe
1000005790;47;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000005767;48;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000005344;62;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000005165;44;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000005047;36;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000004786;32;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000004500;36;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000004475;33;CC;E;On Satis;2;112.5;225;67.5;90;135;Kart;Ana Gişe
1000003932;69;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000003883;53;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000003881;30;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000003803;45;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000003704;57;CC;E;On Satis;2;45;90;45;0;90;Kart;Ana Gişe
1000003664;34;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000003571;42;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000003239;60;CC;E;On Satis;2;45;90;45;0;90;Kart;Ana Gişe
1000003057;55;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000002953;28;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000002926;51;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000002924;55;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Ana Gişe
1000002540;50;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000002350;47;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000002148;32;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000002083;38;CC;C;On Satis;2;562.5;1125;450;225;900;Nakit;Perakende 
1000034576;26;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000001856;60;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000001826;40;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000001723;34;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000001706;34;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000001575;47;CC;C;On Satis;2;562.5;1125;450;225;900;Nakit;Perakende 
1000001222;34;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000000859;40;CC;C;On Satis;2;562.5;1125;450;225;900;Nakit;Perakende 
1000000655;29;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000000602;26;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000000537;33;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000034196;48;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000034091;29;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000034005;44;CC;C;On Satis;2;562.5;1125;450;225;900;Nakit;Perakende 
1000033947;52;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000033795;60;CC;G;Genel Satis;1;375;375;300;75;300;Kart;Internet  
1000033707;55;CC;A;Genel Satis;2;937.5;1875;750;375;1500;Kart;Perakende 
1000033575;33;CC;G;Genel Satis;1;375;375;300;75;300;Kart;Internet  
1000033219;53;CC;A;Genel Satis;2;937.5;1875;750;375;1500;Kart;Perakende 
1000035090;28;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000032789;26;CC;E;On Satis;2;45;90;45;0;90;Kart;Internet
1000032710;53;CC;E;On Satis;2;112.5;225;67.5;90;135;Kart;Internet
1000032552;22;CC;E;On Satis;2;45;90;45;0;90;Kart;Internet
1000031224;39;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Çağrı Merk
1000031084;27;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Çağrı Merk
1000031074;25;CC;A;Genel Satis;-1;-937.5;-937.5;-750;-187.5;-750;Kart;Çağrı Merk
1000030816;52;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Çağrı Merk
1000030631;56;CC;A;On Satis;1;562.5;562.5;450;112.5;450;Kart;Çağrı Merk
1000030617;39;CC;A;On Satis;1;1687.5;1687.5;1350;337.5;1350;Kart;Çağrı Merk
1000035166;55;CC;A;On Satis;1;1125;1125;900;225;900;Kart;Çağrı Merk
1000030333;25;CC;A;On Satis;1;1125;1125;900;225;900;Kart;Çağrı Merk
1000030199;26;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Çağrı Merk
1000030177;39;CC;A;On Satis;1;1687.5;1687.5;1350;337.5;1350;Kart;Çağrı Merk
1000030008;28;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Çağrı Merk
1000029808;2;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Çağrı Merk
1000029749;79;CC;A;Genel Satis;-1;-937.5;-937.5;-750;-187.5;-750;Kart;Çağrı Merk
1000029617;29;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Çağrı Merk
1000029559;70;CC;A;On Satis;1;562.5;562.5;450;112.5;450;Kart;Çağrı Merk
1000029487;41;CC;A;On Satis;1;1687.5;1687.5;1350;337.5;1350;Kart;Çağrı Merk
1000029348;56;CC;A;On Satis;1;750;750;600;150;600;Kart;Çağrı Merk
1000029332;26;CC;A;On Satis;1;1125;1125;900;225;900;Kart;Çağrı Merk
1000029308;51;CC;A;On Satis;1;1125;1125;900;225;900;Kart;Çağrı Merk
1000029211;29;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Çağrı Merk
1000029072;53;CC;A;On Satis;1;1687.5;1687.5;1350;337.5;1350;Kart;Çağrı Merk
1000029057;29;CC;D;Genel Satis;1;562.5;562.5;450;112.5;450;Kart;Perakende
1000028913;32;CC;D;Genel Satis;1;937.5;937.5;750;187.5;750;Kart;Perakende
1000028607;66;CC;D;Genel Satis;1;1125;1125;900;225;900;Kart;Perakende
1000028277;68;CC;E;On Satis;2;45;90;45;0;90;Kart;Perakende
1000028170;68;CC;E;On Satis;2;45;90;45;0;90;Kart;Perakende
1000028150;28;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Perakende
1000028092;32;CC;E;On Satis;2;45;90;45;0;90;Kart;Perakende
1000028005;37;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Perakende
1000027946;22;CC;E;On Satis;2;45;90;45;0;90;Kart;Perakende
1000027552;35;CC;E;On Satis;2;45;90;45;0;90;Kart;Perakende
1000027471;45;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Perakende
1000027452;35;CC;E;On Satis;2;45;90;45;0;90;Kart;Perakende
1000027330;35;CC;E;On Satis;2;45;90;45;0;90;Kart;Internet
1000027270;33;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000027109;60;CC;E;On Satis;2;45;90;45;0;90;Kart;Internet
1000026795;30;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000026625;43;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000026025;24;CC;H;Genel Satis;2;150;300;120;60;240;Kart;Internet
1000025998;45;CC;C;Genel Satis;2;375;750;300;150;600;Kart;Perakende 
1000025943;34;CC;C;Genel Satis;2;375;750;300;150;600;Kart;Perakende 
1000025860;31;CC;D;On Satis;2;375;750;300;150;600;Kart;Internet
1000025797;27;CC;D;On Satis;2;243.75;487.5;195;97.5;390;Kart;Internet
1000026388;37;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000026149;34;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000026024;20;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000025146;85;CC;A;On Satis;2;1312.5;2625;1050;525;2100;Kart;Ana Gişe  
1000025068;69;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000019367;75;CC;A;On Satis;2;1312.5;2625;1050;525;2100;Kart;Ana Gişe  
1000017503;71;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000015551;73;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000034889;27;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000007342;24;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000006997;27;CC;A;On Satis;2;675;1350;540;270;1080;Kart;Ana Gişe  
1000004804;83;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Çağrı Merk
1000034637;78;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000004312;73;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000034616;69;CC;G;Genel Satis;1;375;375;300;75;300;Kart;Ana Gişe  
1000002573;73;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000001665;19;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Çağrı Merk
1000034559;79;CC;A;On Satis;2;562.5;1125;450;225;900;Kart;Ana Gişe  
1000000489;25;CC;F;On Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000034525;19;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000033399;23;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000033037;22;CC;A;On Satis;2;675;1350;540;270;1080;Kart;Ana Gişe  
1000030576;23;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000030560;25;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000030407;21;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000030342;23;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000030190;18;CC;A;On Satis;2;675;1350;540;270;1080;Kart;Ana Gişe  
1000030029;23;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000029621;23;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000029481;70;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000029424;24;CC;A;On Satis;2;937.5;1875;750;375;1500;Kart;Ana Gişe  
1000029167;22;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000029010;22;CC;A;On Satis;2;450;900;360;180;720;Kart;Ana Gişe  
1000029003;21;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000028987;21;CC;F;On Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000027768;21;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000027767;24;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000027707;87;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000027643;21;CC;A;On Satis;2;937.5;1875;750;375;1500;Kart;Ana Gişe  
1000027230;24;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000026023;23;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000026011;22;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000026006;20;CC;F;On Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000025972;22;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000025907;25;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000025779;23;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000030405;40;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000029456;29;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Çağrı Merk
1000029404;26;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000029228;92;CC;A;On Satis;2;937.5;1875;750;375;1500;Kart;Ana Gişe  
1000029221;50;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Çağrı Merk
1000028131;41;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000027954;33;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000027693;32;CC;F;On Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000027630;29;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000011313;26;CC;A;On Satis;2;937.5;1875;750;375;1500;Kart;Ana Gişe  
1000030253;38;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000029300;47;CC;A;On Satis;2;450;900;360;180;720;Kart;Ana Gişe  
1000027098;20;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000035126;59;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000030758;55;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000030282;53;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000027734;90;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000027488;68;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000021983;61;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000016400;59;CC;A;Genel Satis;-2;-675;-1350;-540;-270;-1080;Kart;Ana Gişe  
1000016150;51;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000034856;47;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000022688;37;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Çağrı Merk
1000020874;35;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000020023;41;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000019429;65;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000033217;39;CC;A;On Satis;2;1312.5;2625;1050;525;2100;Kart;Ana Gişe  
1000029290;54;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000020476;75;CC;A;On Satis;2;1312.5;2625;1050;525;2100;Kart;Ana Gişe  
1000007990;52;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000031128;42;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000030114;48;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Çağrı Merk
1000027586;73;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000027564;53;CC;A;On Satis;2;675;1350;540;270;1080;Kart;Ana Gişe  
1000026178;65;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Çağrı Merk
1000023122;50;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000021590;60;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000019904;57;CC;G;Genel Satis;1;375;375;300;75;300;Kart;Ana Gişe  
1000019672;42;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000017198;86;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Çağrı Merk
1000025747;52;CC;A;On Satis;2;562.5;1125;450;225;900;Kart;Ana Gişe  
1000025292;50;CC;F;On Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000023129;57;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000019778;63;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Çağrı Merk
1000035039;47;CC;A;On Satis;2;675;1350;540;270;1080;Kart;Ana Gişe  
1000017628;51;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
