Deg_Uye_iD;Deg_iD;Kart_Grubu;Uyelik_Tipi;VALiD_TO;il;iLcE;Yas;Kanal
6998;1000014317;CC;Kat. Yükseltme;31.10.2011;istanbul;Sariyer;N/A;IKSV
7001;1000014331;DD;Yenileme;31.10.2011;istanbul;Caddebostan;31;IKSV
7003;1000014339;XX;Kat. Yükseltme;31.10.2011;istanbul;Beyoglu;29;IKSV
7006;1000014343;CC;Yenileme;31.10.2011;istanbul;Kadikoy;46;IKSV
7015;1000014368;CC;Yenileme;31.10.2011;istanbul;Kozyatagi;46;IKSV
7016;1000014369;DD;Yenileme;31.10.2011;istanbul;Bulgurlu;33;IKSV
7020;1000014386;CC;Yenileme;31.10.2011;istanbul;Taksim;46;IKSV
7026;1000014408;CC;Yenileme;31.10.2011;istanbul;Atasehir;55;IKSV
7035;1000014431;CC;Yenileme;31.10.2011;istanbul;uskudar;48;IKSV
7036;1000014432;DD;Yenileme;31.10.2011;istanbul;Kadikoy;62;IKSV
7037;1000014433;DD;Yenileme;31.10.2011;istanbul;Besiktas;33;IKSV
7046;1000014443;DD;Yenileme;31.10.2011;istanbul;Maslak;31;IKSV
7047;1000014444;DD;Yenileme;31.10.2011;istanbul;Kadikoy;66;IKSV
7050;1000014452;CC;Yenileme;31.10.2011;istanbul;Etiler;41;IKSV
7051;1000014453;CC;Yenileme;31.10.2011;istanbul;Besiktas;66;IKSV
7053;1000014459;BB;Yenileme;31.10.2011;istanbul;Tuzla;42;IKSV
7057;1000014463;CC;Yeni;31.10.2011;istanbul;Kadikoy;43;IKSV
7233;1000015004;CC;Kat. Yükseltme;31.10.2011;istanbul;uskudar;74;IKSV
7246;1000015056;CC;Yeni;31.10.2011;istanbul;Kucukyali;35;Internet
7269;1000015143;BB;Yenileme;31.10.2011;istanbul;Atasehir;63;IKSV
7311;1000015309;CC;Kat. Yükseltme;31.10.2011;istanbul;Besiktas;67;IKSV
7344;1000015419;CC;Yenileme;31.10.2011;istanbul;N/A;40;IKSV
7350;1000015441;DD;Yenileme;31.10.2011;istanbul;Kagithane;53;IKSV
7409;1000015636;DD;Yenileme;31.10.2011;istanbul;Sariyer;35;IKSV
7430;1000015723;DD;Yeni;31.10.2011;istanbul;Zeytinburnu;33;IKSV
7476;1000015857;CC;Kat. Yükseltme;31.10.2011;istanbul;Kadikoy;45;IKSV
7483;1000015891;CC;Kat. Yükseltme;31.10.2011;istanbul;Beykoz;71;IKSV
7518;1000015983;CC;Yeni;31.10.2011;istanbul;Kadikoy;N/A;IKSV
7545;1000016089;DD;Yenileme;31.10.2011;istanbul;sisli;48;IKSV
7577;1000016185;CC;Yenileme;31.10.2011;istanbul;Levent;70;IKSV
7603;1000016282;DD;Yenileme;31.10.2011;istanbul;sisli;44;IKSV
7632;1000016372;BB;Yenileme;31.10.2011;istanbul;Yenikoy;87;IKSV
7681;1000016504;DD;Yenileme;31.10.2011;istanbul;Kadikoy;79;IKSV
7690;1000016520;DD;Yenileme;31.10.2011;istanbul;Fenerbahce;26;IKSV
7695;1000016543;CC;Yenileme;31.10.2011;istanbul;Yenikoy;54;IKSV
7763;1000016787;XX;Kat. Yükseltme;31.10.2011;istanbul;Taksim;36;IKSV
7783;1000016827;XX;Kat. Yükseltme;31.10.2011;istanbul;Levent;58;IKSV
7832;1000016996;XX;Kat. Yükseltme;31.10.2011;istanbul;uskudar;49;IKSV
7875;1000017147;CC;Yenileme;31.10.2011;istanbul;Gayrettepe;47;IKSV
7936;1000017357;CC;Yeni;31.10.2011;istanbul;Kadikoy;55;IKSV
8003;1000017610;XX;Kat. Yükseltme;31.10.2011;istanbul;Sariyer;31;IKSV
8023;1000017674;DD;Yenileme;31.10.2011;istanbul;Ulus;38;IKSV
8070;1000017869;CC;Yenileme;31.10.2011;istanbul;Akatlar;59;IKSV
8077;1000017890;CC;Yeni;31.10.2011;istanbul;Beykoz;48;Internet
8098;1000017952;CC;Kat. Yükseltme;31.10.2011;istanbul;Kadikoy;58;IKSV
8152;1000018076;CC;Yenileme;31.10.2011;istanbul;Beyoglu;35;IKSV
8165;1000018116;AA;Yenileme;31.10.2011;istanbul;Zincirlikuyu;61;IKSV
8193;1000018193;CC;Yenileme;31.10.2011;istanbul;Esentepe;33;IKSV
8259;1000018355;CC;Yeni;31.10.2011;istanbul;sisli;35;Internet
8260;1000018356;CC;Yenileme;31.10.2011;istanbul;Fenerbahce;75;IKSV
8269;1000018397;CC;Kat. Yükseltme;31.10.2011;istanbul;Kadikoy;71;IKSV
8277;1000018437;DD;Yenileme;31.10.2011;istanbul;Beyoglu;71;IKSV
8278;1000018443;CC;Kat. Yükseltme;31.10.2011;istanbul;Kadikoy;66;IKSV
8279;1000018452;CC;Yenileme;31.10.2011;istanbul;Arnavutkoy;69;IKSV
8282;1000018458;CC;Kat. Yükseltme;31.10.2011;istanbul;Beyoglu;57;IKSV
8284;1000018471;CC;Yenileme;31.10.2011;istanbul;N/A;35;IKSV
8308;1000018564;XX;Kat. Yükseltme;31.10.2011;istanbul;Besiktas;36;IKSV
8312;1000018585;DD;Yenileme;31.10.2011;istanbul;Topkapi;57;IKSV
8328;1000018633;CC;Kat. Yükseltme;31.10.2011;istanbul;Gayrettepe;49;IKSV
8347;1000018697;CC;Yeni;31.10.2011;istanbul;sisli;31;Internet
8365;1000018747;CC;Yenileme;31.10.2011;istanbul;Maslak;55;IKSV
8367;1000018755;CC;Yeni;31.10.2011;istanbul;Besiktas;47;IKSV
8429;1000018920;XX;Kat. Yükseltme;31.10.2011;istanbul;Maslak;80;IKSV
8432;1000018930;CC;Yenileme;31.10.2011;istanbul;Nisantasi;41;IKSV
8486;1000019116;DD;Kat. İndirme;31.10.2011;istanbul;Kadikoy;63;IKSV
8507;1000019173;DD;Yenileme;31.10.2011;istanbul;Besiktas;51;IKSV
8529;1000019237;BB;Yenileme;31.10.2011;istanbul;Harbiye;67;IKSV
8569;1000019379;XX;Kat. Yükseltme;31.10.2011;istanbul;Bakirkoy;47;IKSV
8613;1000019548;DD;Yeni;31.10.2011;istanbul;sisli;69;IKSV
8696;1000019837;CC;Yenileme;31.10.2011;istanbul;Atasehir;45;IKSV
8816;1000020212;CC;Yeni;31.10.2011;istanbul;cengelkoy;83;IKSV
8894;1000020490;CC;Kat. Yükseltme;31.10.2011;istanbul;Besiktas;43;IKSV
8897;1000020497;DD;Yenileme;31.10.2011;istanbul;Besiktas;74;IKSV
8940;1000020608;CC;Yenileme;31.10.2011;istanbul;uskudar;47;IKSV
8970;1000020687;BB;Yenileme;31.10.2011;istanbul;Atasehir;60;IKSV
8982;1000020727;DD;Yenileme;31.10.2011;istanbul;N/A;77;IKSV
8989;1000020751;BB;Yeni;31.10.2011;istanbul;Gayrettepe;41;IKSV
9020;1000020837;DD;Yenileme;31.10.2011;istanbul;Kadikoy;33;IKSV
9026;1000020863;CC;Yeni;31.10.2011;istanbul;Sariyer;39;Internet
9086;1000021049;DD;Yenileme;31.10.2011;istanbul;sisli;46;IKSV
9092;1000021076;BB;Kat. İndirme;31.10.2011;istanbul;Etiler;47;IKSV
9105;1000021116;XX;Kat. Yükseltme;31.10.2011;istanbul;Kadikoy;57;IKSV
9123;1000021185;DD;Yeni;31.10.2011;istanbul;capa;38;Cagri Merkezi
9182;1000021394;DD;Yenileme;31.10.2011;istanbul;uskudar;40;IKSV
9192;1000021426;CC;Kat. Yükseltme;31.10.2011;istanbul;Sariyer;48;IKSV
9267;1000021658;CC;Kat. Yükseltme;31.10.2011;istanbul;Etiler;64;IKSV
9275;1000021688;CC;Kat. İndirme;31.10.2011;istanbul;Mecidiyekoy;62;IKSV
9322;1000021879;CC;Yenileme;31.10.2011;istanbul;Cihangir;73;IKSV
9333;1000021918;XX;Kat. Yükseltme;31.10.2011;istanbul;uskudar;27;IKSV
9338;1000021930;CC;Kat. Yükseltme;31.10.2011;istanbul;Kadikoy;60;IKSV
9343;1000021954;CC;Kat. Yükseltme;31.10.2011;istanbul;Besiktas;78;IKSV
9361;1000022014;DD;Yenileme;31.10.2011;istanbul;Kemerburgaz;68;IKSV
9377;1000022055;CC;Yeni;31.10.2011;istanbul;Beylerbeyi;45;Internet
9408;1000022150;DD;Yenileme;31.10.2011;istanbul;Kayisdagi;42;IKSV
9414;1000022182;BB;Yenileme;31.10.2011;istanbul;Besiktas;67;IKSV
9478;1000022395;XX;Kat. Yükseltme;31.10.2011;istanbul;Erenkoy;30;IKSV
9479;1000022396;DD;Yenileme;31.10.2011;istanbul;N/A;47;IKSV
9512;1000022503;BB;Yenileme;31.10.2011;istanbul;Beyoglu;61;IKSV
9525;1000022558;CC;Yenileme;31.10.2011;istanbul;Ulus;45;IKSV
9532;1000022575;DD;Yeni;31.10.2011;istanbul;Etiler;37;IKSV
9651;1000022919;DD;Yeni;31.10.2011;istanbul;Ortakoy;49;IKSV
9686;1000023018;CC;Yenileme;31.10.2011;istanbul;Suadiye;69;IKSV
9688;1000023030;CC;Yenileme;31.10.2011;istanbul;N/A;38;IKSV
9706;1000023075;CC;Yenileme;31.10.2011;istanbul;Mecidiyekoy;52;IKSV
9708;1000023079;DD;Yenileme;31.10.2011;istanbul;umraniye;40;IKSV
9851;1000023557;CC;Kat. Yükseltme;31.10.2011;istanbul;N/A;70;IKSV
9880;1000023672;CC;Yenileme;31.10.2011;istanbul;Kadikoy;39;IKSV
9914;1000023791;CC;Kat. Yükseltme;31.10.2011;istanbul;Levent;48;IKSV
9927;1000023827;DD;Yenileme;31.10.2011;istanbul;Kalamis;68;IKSV
9933;1000023844;DD;Yenileme;31.10.2011;istanbul;Erenkoy;54;IKSV
9942;1000023879;DD;Yenileme;31.10.2011;istanbul;Kadikoy;37;IKSV
9949;1000023895;DD;Yeni;31.10.2011;istanbul;Besiktas;92;IKSV
10001;1000024056;CC;Yenileme;31.10.2011;istanbul;Levent;40;IKSV
10011;1000024076;CC;Yeni;31.10.2011;istanbul;Kozyatagi;34;Cagri Merkezi
10012;1000024077;BB;Yenileme;31.10.2011;istanbul;Etiler;42;IKSV
10054;1000024238;CC;Yeni;31.10.2011;istanbul;Besiktas;51;Cagri Merkezi
10058;1000024249;CC;Kat. Yükseltme;31.10.2011;istanbul;Kurtkoy;61;IKSV
10086;1000024351;BB;Yenileme;31.10.2011;istanbul;Levent;93;IKSV
10113;1000024459;CC;Yenileme;31.10.2011;istanbul;Gungoren;61;IKSV
10145;1000024545;DD;Yenileme;31.10.2011;istanbul;Ortakoy;N/A;IKSV
10161;1000024602;DD;Yenileme;31.10.2011;istanbul;Besiktas;27;IKSV
10180;1000024679;CC;Yenileme;31.10.2011;istanbul;Besiktas;73;IKSV
10386;1000025045;CC;Kat. Yükseltme;31.10.2011;istanbul;Beyoglu;59;IKSV
10417;1000025126;AA;Kat. Yükseltme;31.10.2011;istanbul;Beyoglu;71;IKSV
10604;1000025452;CC;Yenileme;31.10.2011;istanbul;Etiler;41;IKSV
10793;1000025730;CC;Yeni;31.10.2011;istanbul;Okmeydani;45;Internet
11096;1000026112;AA;Yenileme;31.10.2011;istanbul;Kabatas;66;IKSV
11252;1000026423;DD;Yenileme;31.10.2011;istanbul;Levent;29;IKSV
11275;1000026476;CC;Kat. Yükseltme;31.10.2011;istanbul;sisli;42;IKSV
11535;1000026857;CC;Yenileme;31.10.2011;istanbul;Levent;46;IKSV
12322;1000027988;CC;Yenileme;31.10.2011;istanbul;Sariyer;67;IKSV
12885;1000028923;BB;Yenileme;31.10.2011;istanbul;sisli;64;IKSV
12971;1000029039;DD;Yenileme;31.10.2011;istanbul;sisli;81;IKSV
13007;1000029103;CC;Yenileme;31.10.2011;istanbul;Eyup;49;IKSV
13579;1000029896;CC;Yenileme;31.10.2011;istanbul;Kadikoy;43;IKSV
13602;1000029993;BB;Yenileme;31.10.2011;istanbul;Mecidiyekoy;61;IKSV
13775;1000030279;AA;Yenileme;31.10.2011;istanbul;sisli;53;IKSV
14023;1000030634;CC;Yenileme;31.10.2011;Kocaeli;Golcuk;47;IKSV
14049;1000030674;CC;Kat. Yükseltme;31.10.2011;istanbul;Kadikoy;63;IKSV
14260;1000031192;DD;Yenileme;31.10.2011;istanbul;Besiktas;75;IKSV
14263;1000031203;BB;Yenileme;31.10.2011;istanbul;Levent;84;IKSV
14726;1000031999;CC;Yenileme;31.10.2011;istanbul;Bahcelievler;52;IKSV
14775;1000032072;CC;Kat. Yükseltme;31.10.2011;Muğla;Bodrum;71;IKSV
14793;1000032148;BB;Yenileme;31.10.2011;istanbul;Tesvikiye;68;IKSV
14798;1000032162;BB;Yenileme;31.10.2011;istanbul;Fenerbahce;80;IKSV
14808;1000032197;CC;Yenileme;31.10.2011;istanbul;Bahcelievler;48;IKSV
14837;1000032282;CC;Yenileme;31.10.2011;istanbul;Caddebostan;53;IKSV
14855;1000032321;BB;Yenileme;31.10.2011;istanbul;Macka;73;IKSV
14881;1000032441;CC;Yenileme;31.10.2011;istanbul;Akatlar;57;IKSV
14891;1000032506;CC;Kat. Yükseltme;31.10.2011;Aydin;Merkez;52;IKSV
14909;1000032569;BB;Yenileme;31.10.2011;istanbul;Tophane;63;IKSV
N/A 187;1000000008;CC;Kat. Yükseltme;31.10.2011;istanbul;Ayazaga;50;N/A
N/A 220;1000000005;CC;Yeni;31.10.2011;istanbul;Eyup;60;N/A
N/A 239;1000000041;CC;Yeni;31.10.2011;istanbul;Beyoglu;69;N/A
N/A 242;1000000003;BB;Yenileme;31.10.2011;istanbul;Bebek;58;N/A
N/A 248;1000000033;DD;Yenileme;31.10.2011;istanbul;Besiktas;28;N/A
N/A 249;1000000032;DD;Yenileme;31.10.2011;Kocaeli;Gebze;33;N/A
N/A 250;1000000031;CC;Yenileme;31.10.2011;istanbul;sisli;51;N/A
N/A 256;1000000026;CC;Yenileme;31.10.2011;istanbul;Levent;46;N/A
N/A 257;1000000025;CC;Kat. Yükseltme;31.10.2011;istanbul;sisli;42;N/A
N/A 266;1000000017;CC;Yenileme;31.10.2011;istanbul;Suadiye;48;N/A
N/A 267;1000000016;DD;Yenileme;31.10.2011;istanbul;Acibadem;36;N/A
N/A 272;1000000013;CC;Yenileme;31.10.2011;istanbul;uskudar;37;N/A
N/A 316;1000000009;DD;Yenileme;31.10.2011;istanbul;Bostanci;64;N/A
5979;1000011489;CC;Yeni;30.11.2011;istanbul;Kadikoy;65;IKSV
5980;1000011491;CC;Yeni;30.11.2011;Ankara;Sincan;52;IKSV
5981;1000011496;DD;Yeni;30.11.2011;istanbul;Kadikoy;50;IKSV
5982;1000011497;XX;Yeni;30.11.2011;istanbul;Kozyatagi;30;IKSV
5983;1000011498;CC;Yeni;30.11.2011;istanbul;Besiktas;46;IKSV
5984;1000011500;XX;Yeni;30.11.2011;istanbul;Kalamis;87;IKSV
5985;1000011501;CC;Yeni;30.11.2011;istanbul;Besiktas;53;IKSV
5986;1000011506;DD;Yeni;30.11.2011;istanbul;Beykoz;28;IKSV
5988;1000011508;DD;Yeni;30.11.2011;istanbul;Levent;25;IKSV
5989;1000011509;CC;Yeni;30.11.2011;istanbul;Atasehir;51;IKSV
5990;1000011511;CC;Yeni;30.11.2011;istanbul;Levent;67;IKSV
5991;1000011513;CC;Yeni;30.11.2011;istanbul;sekerpinar;50;IKSV
5993;1000011515;CC;Yeni;30.11.2011;istanbul;N/A;41;IKSV
5994;1000011516;CC;Yeni;30.11.2011;istanbul;Dikilitas;36;IKSV
5995;1000011520;CC;Yeni;30.11.2011;istanbul;Suadiye;55;IKSV
5997;1000011522;CC;Yeni;30.11.2011;istanbul;Sariyer;48;IKSV
5998;1000011523;CC;Yeni;30.11.2011;istanbul;Fatih;60;IKSV
5999;1000011524;XX;Yeni;30.11.2011;istanbul;Bebek;27;IKSV
6001;1000011526;BB;Yeni;30.11.2011;istanbul;Beyoglu;64;IKSV
6002;1000011527;CC;Yeni;30.11.2011;istanbul;Kemerburgaz;54;IKSV
6003;1000011528;XX;Yeni;30.11.2011;istanbul;Bebek;59;IKSV
6004;1000011536;BB;Yeni;30.11.2011;istanbul;N/A;66;IKSV
6005;1000011537;XX;Yeni;30.11.2011;istanbul;uskudar;89;IKSV
6006;1000011544;CC;Yeni;30.11.2011;istanbul;Mecidiyekoy;61;IKSV
6008;1000011546;CC;Yeni;30.11.2011;istanbul;Bebek;40;IKSV
6017;1000011562;CC;Yeni;30.11.2011;istanbul;Sariyer;75;IKSV
6019;1000011569;XX;Yeni;30.11.2011;istanbul;Maltepe;43;IKSV
6020;1000011570;CC;Yeni;30.11.2011;istanbul;Akatlar;56;Internet
6024;1000011577;CC;Yeni;30.11.2011;istanbul;Etiler;40;IKSV
6025;1000011578;DD;Yeni;30.11.2011;istanbul;Mecidiyekoy;49;IKSV
6026;1000011579;CC;Yeni;30.11.2011;istanbul;Ulus;50;IKSV
6027;1000011583;CC;Yeni;30.11.2011;istanbul;Ortakoy;40;IKSV
6028;1000011588;DD;Yeni;30.11.2011;istanbul;Sahrayicedit;29;IKSV
6030;1000011590;XX;Yeni;30.11.2011;istanbul;Zekeriyakoy;52;IKSV
6031;1000011595;CC;Yeni;30.11.2011;istanbul;Etiler;40;IKSV
6033;1000011602;CC;Yeni;30.11.2011;istanbul;Sariyer;34;IKSV
6034;1000011603;XX;Yeni;30.11.2011;istanbul;Levent;75;IKSV
6035;1000011605;DD;Yeni;30.11.2011;istanbul;Bakirkoy;30;IKSV
6036;1000011606;DD;Yeni;30.11.2011;istanbul;Levent;80;IKSV
6247;1000012111;CC;Yenileme;30.11.2011;istanbul;sisli;59;IKSV
6813;1000013774;CC;Yeni;30.11.2011;istanbul;Kadikoy;40;Internet
6835;1000013815;CC;Yenileme;30.11.2011;istanbul;Kagithane;70;IKSV
6951;1000014194;DD;Yenileme;30.11.2011;istanbul;Kadikoy;38;IKSV
6953;1000014198;DD;Yeni;30.11.2011;istanbul;Atakoy;30;Internet
6956;1000014201;DD;Yenileme;30.11.2011;istanbul;Kadikoy;35;IKSV
6958;1000014204;DD;Yenileme;30.11.2011;istanbul;Tesvikiye;38;IKSV
6969;1000014233;BB;Yenileme;30.11.2011;istanbul;Bayrampasa;50;IKSV
6973;1000014255;CC;Yenileme;30.11.2011;istanbul;Gebze;47;IKSV
6974;1000014257;DD;Yenileme;30.11.2011;istanbul;Beylikduzu;24;IKSV
6992;1000014295;DD;Yenileme;30.11.2011;istanbul;Beyoglu;36;IKSV
6993;1000014296;XX;Kat. Yükseltme;30.11.2011;istanbul;Kadikoy;50;IKSV
6994;1000014297;DD;Yenileme;30.11.2011;istanbul;Okmeydani;44;IKSV
7007;1000014344;XX;Kat. Yükseltme;30.11.2011;istanbul;Bahcesehir;32;IKSV
7010;1000014350;DD;Yenileme;30.11.2011;istanbul;uskudar;42;IKSV
7011;1000014353;DD;Yenileme;30.11.2011;istanbul;Besiktas;40;IKSV
7012;1000014360;CC;Kat. Yükseltme;30.11.2011;istanbul;Galata;40;IKSV
7017;1000014371;CC;Yenileme;30.11.2011;istanbul;uskudar;58;IKSV
7027;1000014416;XX;Kat. Yükseltme;30.11.2011;istanbul;Sariyer;45;IKSV
7031;1000014422;DD;Yenileme;30.11.2011;istanbul;Maslak;40;IKSV
7433;1000015728;XX;Kat. Yükseltme;30.11.2011;istanbul;Levent;31;IKSV
7452;1000015776;CC;Yenileme;30.11.2011;istanbul;Kanlica;64;IKSV
7468;1000015821;BB;Kat. Yükseltme;30.11.2011;istanbul;Nisantasi;58;IKSV
7555;1000016120;CC;Kat. Yükseltme;30.11.2011;istanbul;Besiktas;53;IKSV
7556;1000016129;CC;Yenileme;30.11.2011;istanbul;N/A;43;IKSV
7591;1000016237;CC;Kat. Yükseltme;30.11.2011;istanbul;N/A;45;IKSV
7691;1000016521;CC;Kat. Yükseltme;30.11.2011;istanbul;Besiktas;56;IKSV
7724;1000016644;BB;Yenileme;30.11.2011;istanbul;uskudar;52;IKSV
7775;1000016810;CC;Yeni;30.11.2011;istanbul;umraniye;48;IKSV
7838;1000017013;DD;Yenileme;30.11.2011;istanbul;Kadikoy;34;IKSV
7873;1000017133;CC;Yenileme;30.11.2011;istanbul;Besiktas;66;IKSV
7945;1000017397;DD;Yeni;30.11.2011;istanbul;umraniye;34;IKSV
7988;1000017554;CC;Kat. Yükseltme;30.11.2011;istanbul;Kadikoy;51;IKSV
8145;1000018068;CC;Yenileme;30.11.2011;Kocaeli;Gebze;47;IKSV
8167;1000018125;CC;Yenileme;30.11.2011;istanbul;Atasehir;50;IKSV
8258;1000018354;DD;Yenileme;30.11.2011;istanbul;uskudar;42;IKSV
8266;1000018380;DD;Yenileme;30.11.2011;istanbul;Besiktas;54;IKSV
8424;1000018910;CC;Yeni;30.11.2011;istanbul;Altunizade;52;IKSV
8442;1000018967;CC;Yenileme;30.11.2011;istanbul;Yesilyurt;59;IKSV
8576;1000019422;BB;Yenileme;30.11.2011;istanbul;Levent;65;IKSV
8702;1000019854;CC;Yeni;30.11.2011;istanbul;Besiktas;45;Internet
8765;1000020049;CC;Yenileme;30.11.2011;istanbul;Besiktas;43;IKSV
8794;1000020149;AA;Kat. Yükseltme;30.11.2011;Ankara;Gaziosmanpasa;65;IKSV
8847;1000020324;CC;Yenileme;30.11.2011;istanbul;Galata;73;IKSV
8882;1000020454;DD;Yenileme;30.11.2011;istanbul;Kadikoy;26;IKSV
8922;1000020560;CC;Yenileme;30.11.2011;istanbul;N/A;40;IKSV
8926;1000020566;AA;Kat. Yükseltme;30.11.2011;istanbul;Buyukcekmece;55;IKSV
9036;1000020897;BB;Yenileme;30.11.2011;istanbul;Suadiye;73;IKSV
9083;1000021042;DD;Yeni;30.11.2011;istanbul;Besiktas;67;IKSV
9238;1000021564;XX;Kat. Yükseltme;30.11.2011;istanbul;Kadikoy;36;IKSV
9265;1000021655;BB;Yenileme;30.11.2011;istanbul;Besiktas;42;IKSV
9409;1000022151;CC;Yenileme;30.11.2011;istanbul;Selamicesme;68;IKSV
9439;1000022271;CC;Yeni;30.11.2011;istanbul;Tarabya;55;IKSV
9480;1000022401;CC;Yenileme;30.11.2011;istanbul;Kadikoy;36;IKSV
9587;1000022725;DD;Yenileme;30.11.2011;istanbul;Kadikoy;64;IKSV
9603;1000022763;CC;Yenileme;30.11.2011;istanbul;Sariyer;65;IKSV
9666;1000022962;CC;Yenileme;30.11.2011;istanbul;N/A;42;IKSV
9679;1000023003;CC;Yenileme;30.11.2011;istanbul;Caddebostan;46;IKSV
9699;1000023054;CC;Yenileme;30.11.2011;istanbul;Beyoglu;43;IKSV
9752;1000023221;CC;Yenileme;30.11.2011;istanbul;N/A;44;IKSV
9850;1000023552;CC;Yenileme;30.11.2011;istanbul;sisli;59;IKSV
9863;1000023629;XX;Kat. Yükseltme;30.11.2011;istanbul;umraniye;35;IKSV
9883;1000023688;CC;Kat. Yükseltme;30.11.2011;istanbul;Beyoglu;57;IKSV
9930;1000023839;XX;Yeni;30.11.2011;istanbul;Maslak;38;IKSV
9992;1000024021;CC;Yenileme;30.11.2011;istanbul;N/A;N/A;IKSV
10006;1000024062;CC;Kat. Yükseltme;30.11.2011;istanbul;Kadikoy;41;IKSV
10087;1000024360;BB;Kat. Yükseltme;30.11.2011;istanbul;Besiktas;53;IKSV
10095;1000024389;CC;Yenileme;30.11.2011;istanbul;Zeytinburnu;60;IKSV
10122;1000024483;BB;Yeni;30.11.2011;istanbul;Beyoglu;30;IKSV
10482;1000025248;BB;Yenileme;30.11.2011;istanbul;Macka;80;IKSV
10500;1000025301;CC;Yenileme;30.11.2011;istanbul;Mecidiyekoy;67;IKSV
11204;1000026332;BB;Yenileme;30.11.2011;istanbul;Balmumcu;65;IKSV
11205;1000026333;CC;Yenileme;30.11.2011;istanbul;N/A;39;IKSV
11603;1000026989;CC;Yeni;30.11.2011;istanbul;cekmekoy;56;Internet
11770;1000027208;CC;Yenileme;30.11.2011;istanbul;N/A;66;IKSV
11976;1000027512;CC;Kat. Yükseltme;30.11.2011;istanbul;Besiktas;36;IKSV
12005;1000027576;BB;Yenileme;30.11.2011;istanbul;Besiktas;41;IKSV
12086;1000027710;DD;Yenileme;30.11.2011;istanbul;Nisantasi;97;IKSV
12967;1000029025;CC;Kat. Yükseltme;30.11.2011;istanbul;Eyup;49;IKSV
13601;1000029984;CC;Yenileme;30.11.2011;istanbul;N/A;61;IKSV
13610;1000030015;CC;Yenileme;30.11.2011;istanbul;Beyoglu;38;IKSV
13768;1000030264;CC;Yenileme;30.11.2011;istanbul;N/A;48;IKSV
13876;1000030447;BB;Yenileme;30.11.2011;istanbul;Nisantasi;60;IKSV
14090;1000030740;DD;Yenileme;30.11.2011;istanbul;Beyoglu;89;IKSV
14196;1000031013;CC;Yenileme;30.11.2011;istanbul;Nisantasi;56;IKSV
14202;1000031041;CC;Yenileme;30.11.2011;istanbul;N/A;54;IKSV
14560;1000031730;BB;Yenileme;30.11.2011;istanbul;Fatih;50;IKSV
14802;1000032175;CC;Yenileme;30.11.2011;istanbul;Kadikoy;77;IKSV
14896;1000032522;BB;Yenileme;30.11.2011;istanbul;Levent;62;IKSV
N/A 198;1000000007;XX;Kat. Yükseltme;30.11.2011;istanbul;Sariyer;58;N/A
N/A 209;1000000006;CC;Yenileme;30.11.2011;istanbul;Bahcelievler;57;N/A
N/A 245;1000000036;CC;Yeni;30.11.2011;istanbul;N/A;44;N/A
N/A 247;1000000034;AA;Kat. Yükseltme;30.11.2011;istanbul;sisli;56;N/A
N/A 254;1000000028;CC;Kat. Yükseltme;30.11.2011;istanbul;Tuzla;41;N/A
N/A 255;1000000027;CC;Yenileme;30.11.2011;istanbul;Besiktas;44;N/A
N/A 258;1000000024;DD;Yenileme;30.11.2011;istanbul;Rumelihisari;30;N/A
N/A 259;1000000023;CC;Yenileme;30.11.2011;istanbul;Caddebostan;72;N/A
N/A 294;1000000011;CC;Yenileme;30.11.2011;istanbul;Besiktas;40;N/A
5935;1000011403;CC;Yeni;31.12.2011;istanbul;Levent;49;IKSV
5937;1000011405;CC;Yeni;31.12.2011;istanbul;Ortakoy;35;IKSV
5938;1000011406;CC;Yeni;31.12.2011;istanbul;Nisantasi;71;IKSV
5939;1000011408;CC;Yeni;31.12.2011;istanbul;Besiktas;40;IKSV
5941;1000011411;DD;Yeni;31.12.2011;istanbul;Etiler;27;IKSV
5944;1000011418;DD;Yeni;31.12.2011;istanbul;uskudar;68;IKSV
5959;1000011447;CC;Yeni;31.12.2011;istanbul;N/A;40;IKSV
5960;1000011448;CC;Yeni;31.12.2011;istanbul;N/A;40;IKSV
5961;1000011449;CC;Yeni;31.12.2011;istanbul;N/A;40;IKSV
5962;1000011450;DD;Yeni;31.12.2011;istanbul;Beyoglu;73;IKSV
5964;1000011456;XX;Yeni;31.12.2011;Antalya;Bahcelievler;78;IKSV
5965;1000011458;CC;Yeni;31.12.2011;istanbul;Beyoglu;54;IKSV
5966;1000011467;CC;Yeni;31.12.2011;istanbul;Sariyer;44;IKSV
5967;1000011468;XX;Yeni;31.12.2011;istanbul;sisli;90;IKSV
5968;1000011469;CC;Yeni;31.12.2011;istanbul;Sariyer;38;IKSV
5969;1000011477;CC;Yeni;31.12.2011;istanbul;Gungoren;42;IKSV
5971;1000011479;DD;Yeni;31.12.2011;istanbul;Erenkoy;37;IKSV
5972;1000011480;CC;Yeni;31.12.2011;istanbul;Etiler;48;IKSV
5973;1000011481;DD;Yeni;31.12.2011;istanbul;Kadikoy;56;IKSV
5975;1000011485;CC;Yeni;31.12.2011;istanbul;N/A;44;Internet
5977;1000011487;CC;Yeni;31.12.2011;Ankara;Oran;62;IKSV
5978;1000011488;DD;Yeni;31.12.2011;istanbul;Sariyer;40;IKSV
5996;1000011521;XX;Yeni;31.12.2011;istanbul;Nisantasi;66;IKSV
6106;1000011774;CC;Yenileme;31.12.2011;istanbul;Besiktas;38;IKSV
